Parc_Id,Address Full_c,Parc_Prop_Class,Parc_Forc_Year,Parc_Occupied,Parc_Prop_Assmt,Parc_Minimum_Bid,Parc_BrownField,Zoning,Showings week,Website Publish End Date,Parc_Year_Built,Legal Description,FH_Cleanout,Offer Deadline,FH_Asking Price,Parc_Asking_Price,GCLB Owned,Parc_LRC_Sold,R4R Status,Tbl_Prop_Cat_Meaning,A_parc_CP__PID Interest::Adopt Date,A_parc_CP__PID Interest::Adopt_Void_Date
4636154018,"521 W ELDRIDGE AVE
FLINT, MI 48505",402,2012,,5600,1026.69,A,,03/30/2022,,1927,FLINT PARK ALLOTMENT LOT 984; ALSO LOT 985 EXC WLY 25 FT.,x,04/12/2022,2500,0,,,,,,
4636102023,"521 W PULASKI ST
FLINT, MI 48505",402,2011,,12000,4708.99,A,,,,,"BOULEVARD HEIGHTS LOT 47, BLK 16",,,,0,,,,Vacant Lot,,
4636104023,"523 W PHILADELPHIA BLV
FLINT, MI 48505",401,2021,No,6800,12225.32,A,,11/29/2023,,1949,"BOULEVARD HEIGHTS LOT 7 AND ELY 5 FT OF LOT 8, BLK 18.",x,12/11/2023,2000,0,,,Re-R4R,,,
4636102022,"525 W PULASKI ST
FLINT, MI 48505",401,2018,No,9100,2061.85,A,,,,1950,"BOULEVARD HEIGHTS. LOT 46, BLK 16.",,,4000,0,,,Hold,,,
4626478009,"5406 GLENN AVE
FLINT, MI 48505",401,2014,,11300,3124.91,A,,11/29/2023,,1952,SHARP MANOR NO. 1 LOT 306.,x,12/11/2023,3000,0,,,Re-R4R,,,
4636102017,"545 W PULASKI ST
FLINT, MI 48505-3123",401,2024,No,550,1766.87,A,,,03/15/2025,1950,"BOULEVARD HEIGHTS LOT 41, BLK 16",,,6000,0,,,Re-R4R,,,
4625157013,"601 W AUSTIN AVE
FLINT, MI 48505",402,2016,,5800,1778.92,A,,,,,HARTRIDGE LOT 193,,,,0,,,,Vacant Lot,,
4625435001,"602 E GRACELAWN AVE
FLINT, MI 48505",401,2016,No,4200,2833.03,A,,11/17/2023,09/21/2024,1955,SUBURBAN GARDENS LOT 582,x,11/27/2023,2000,0,,,Re-R4R,,,
4001353017,"602 JOSEPHINE ST
FLINT, MI 48503",401,2025,,6600,3949.76,A,,,,1925,INDIAN VILLAGE LOT 280,,,,0,,,Needs Pictures,,,
4625157012,"605 W AUSTIN AVE
FLINT, MI 48505",401,2021,No,5500,3150.92,A,,,,1956,HARTRIDGE LOT 194,,,5000,0,,,Needs Pictures,Bundle-Occupied/Sell,,
4625435002,"606 E GRACELAWN AVE
FLINT, MI 48505",402,2011,,6000,2622.24,A,,11/17/2023,,1928,SUBURBAN GARDENS LOT 583,x,11/27/2023,2000,0,,,,,,
4013403004,"607 HAZELTON ST
FLINT, MI 48503",401,2018,No,3200,3774.53,A,,03/11/2022,12/18/2025,1914,"WEST FLINT LAND BEG AT A PT ON ELY LINE OF HAZELTON ST 58 FT SLY FROM SLY LINE OF SECOND ST; TH ELY = WITH SLY LINE OF SECOND ST 53 FT; TH SLY = WITH ELY LINE OF HAZELTON ST 24.5 FT; TH ELY = WITH SLY LINE OF SECOND ST 46 FT; TH NLY = WITH ELY LINE OF HAZELTON ST 15.5 FT; TH ELY 50 FT ON A LINE WHICH WOULD INT THE WLY LINE OF ASYLUM ST 65 FT SLY FROM SWLY COR OF ASYLUM ST AND SECOND ST; TH SLY = WITH ELY LINE OF HAZELTON ST 18.5 FT; TH WLY 149 FT TO A PT ON ELY LINE OF HAZELTON ST 30.5 FT SLY FROM POB. TH NLY ALONG ELY LINE OF HAZELTON ST 30.5 FT TO POB, BEING PART OF LOTS 2 AND 4, BLK 6",x,03/22/2022,1500,0,,,Reviewing Offers,,,
4625157011,"609 W AUSTIN AVE
FLINT, MI 48505",401,2019,No,5700,3377.28,A,,10/04/2023,02/05/2026,1955,HARTRIDGE LOT 195,x,10/16/2023,3500,0,,,Reviewing Offers,,,
4636228059,"613 E PHILADELPHIA B
FLINT, MI 48505",402,2005,,300,469.35,C,,12/14/2022,,,"BOULEVARD HEIGHTS LOT 19, BLK 3.",x,01/03/2023,2500,,,,Reviewing Offer,,,
4636481004,"614 CARTON ST
FLINT, MI 48505",402,2015,,7200,0,A,,,,,PASADENA LOT 38.,,,,0,,,,Vacant Lot,,
1413551026,"6155  LE BEAU ST
MOUNT MORRIS, MI 48458",401,2021,No,7200,3518.43,A,,01/24/2024,11/15/2025,,LOT 50 ARLINGTON MANOR NO 1 SEC 13 T8N R6E,x,02/05/2024,2000,0,,,Reviewing Offers,,,
4636228060,"617 E PHILADELPHIA BLV
FLINT, MI 48505",401,2019,No,6100,2369.98,A,,12/14/2022,09/26/2024,1925,"BOULEVARD HEIGHTS LOT 18, BLK 3",x,01/03/2023,2500,0,,,Re-R4R,,,
4636481005,"618 CARTON ST
FLINT, MI 48505",401,2019,No,10600,5146.69,A,,,,1927,PASADENA LOT 37,,,4000,0,,,Needs Pictures,,,
4625481005,"618 E PARKWAY AVE
FLINT, MI 48505",401,2015,,2800,0,A,,,,1952,PIERSON PARK LOT 243,,,3500,0,,,Hold,,,
4636154030,"618 W STEWART AVE
FLINT, MI 48505",401,2018,No,7400,6257.09,A,,05/17/2023,07/11/2025,1951,FLINT PARK ALLOTMENT LOT 970 AND ELY 5 FT OF LOT 971,x,05/30/2023,4000,0,,,Re-R4R,,,
1413552008,"6201 PALMETTO DR
MOUNT MORRIS, MI 48458-2831",401,2024,No,550,4088.19,A,,,11/20/2025,1958,Property exempt from Ad Valorem taxes and assessed on the Special Act Roll      pursuant to PA 261 of 2003 expiring 12/30/2025.  LOT 261 ARLINGTON MANOR NO 3   SEC 13 T8N R6E,,,6000,0,,,Reviewing Offers,,,
4636102008,"621 W PULASKI ST
FLINT, MI 48505",401,2018,No,8500,3374.11,A,,,06/19/2025,1950,"BOULEVARD HEIGHTS LOT 34, BLK 16",,,7000,0,,,Re-R4R,Sell,,
1413551108,"6218 NATCHEZ DR
MOUNT MORRIS, MI 48458",401,2023,,,4991.65,A,,,,1958,LOT 132 ARLINGTON MANOR NO 1 SEC 13 T8N R6E,,,8000,,,,Re-R4R,,,
4625481006,"622 E PARKWAY AVE
FLINT, MI 48505",401,2019,No,3500,2106.13,A,,,10/31/2025,1923,PIERSON PARK LOT 244,,,3500,0,,,Dropped,,,
1414581111,"6229 BERMUDA LN
MOUNT MORRIS, MI 48458",401,2025,,,5040.99,A,,,,,,,,8000,,,,Needs Pictures,,,
4119132006,"623 PARTRIDGE ST
FLINT, MI 48503",401,2017,No,5500,5083.87,A,,01/11/2023,02/20/2026,1955,LASALLE GARDENS SUBDIVISION NO. 2 LOT 134,x,01/23/2023,2500,0,,,Reviewing Offers,,,
1414581106,"6230 BERMUDA LN
MOUNT MORRIS, MI 48458",401,2023,,,1536,A,,,04/25/2025,1964,LOT 181 JULIANNA HILLS SUB NO 2,,,11000,,,,Re-R4R,,,
1413551065,"6238 LE BEAU ST
MOUNT MORRIS, MI 48458",401,2023,,,13201.45,A,,,,1960,LOT 89 ARLINGTON MANOR NO 1 SEC 13 T8N R6E,,,8000,,,,Re-R4R,,,
4625107007,"625 W ALMA AVE
FLINT, MI 48505",401,2015,,6000,0,A,,04/13/2023,03/07/2026,1955,HARTRIDGE LOT 79,x,04/24/2023,3000,0,,,Scheduled,,,
4625481007,"626 E PARKWAY AVE
FLINT, MI 48505",402,2005,No,200,1796.74,C,,,,,PIERSON PARK LOT 245,,,,,,,,Vacant Lot,,
4636229027,"626 E PHILADELPHIA BLV
FLINT, MI 48505",401,2021,No,4500,2526.77,A,,04/27/2022,09/26/2024,1925,"BOULEVARD HEIGHTS LOT 63, BLK 2.",x,05/09/2022,3500,0,,,Re-R4R,,,
4636101026,"634 W PULASKI ST
FLINT, MI 48505",401,2019,No,7100,3044.29,A,,01/06/2023,,1950,"BOULEVARD HEIGHTS LOT 22, BLK 15",x,01/17/2023,4000,0,,,Re-R4R,,,
4625279010,"638 E LORADO AVE
FLINT, MI 48505",402,2014,,5000,3597.29,A,,12/22/2023,,1929,ARDMORE LOT 740,x,01/03/2024,3500,0,,,,Vacant Lot,,
4119331019,"644 SIMCOE AVE
FLINT, MI 48507",401,2019,No,5500,2210.99,A,,09/06/2023,03/07/2026,1927,DEMING ROAD ADDITION LOT 113.,x,09/18/2023,2000,0,,,Scheduled,,,
4119333016,"648 VICTORIA AVE
FLINT, MI 48507",401,2018,No,7100,3019.66,A,,01/25/2024,01/31/2026,1957,DEMING ROAD ADDITION LOT 181,x,02/05/2024,2000,0,,,Reviewing Offers,,,
4729126038,"6609  CECIL DR
FLINT, MI 48505",402,2021,,800,628.97,A,,06/21/2023,,1962,WEBSTER WOODS NO. 2 SLY 1/2 OF LOT 134,x,07/03/2023,3500,0,,,,,,
4729126037,"6613  CECIL DR
FLINT, MI 48505",401,2021,No,4500,1704.7,A,,06/21/2023,,1962,WEBSTER WOODS NO. 2 NLY 1/2 OF LOT 134,x,07/03/2023,3500,0,,,Re-R4R,,,
4729126017,"6837 CECIL DR
FLINT, MI 48505",401,2017,No,1100,1441.32,A,,,09/04/2025,1958,WEBSTER WOODS LOT 13.,,,4000,0,,,Re-R4R,,,
4119336023,"706 NEUBERT AVE
FLINT, MI 48507",401,2015,,11700,0,A,,10/13/2022,11/07/2024,1953,DEMING ROAD ADDITION LOTS 317 AND 318.,x,10/24/2022,2500,0,,,Re-R4R,,,
4731102021,"709 E MARENGO AVE
FLINT, MI 48505-3542",401,2024,No,550,2053.92,A,,,04/24/2025,1928,PIERSON PLACE LOT 241,,,5500,0,,,Re-R4R,,,
4731102022,"713 E MARENGO AVE
FLINT, MI 48505",402,2023,,200,2229.04,A,,,,,PIERSON PLACE LOT 243,,,,0,,,,,,
4731304006,"718 E MYRTLE AVE
FLINT, MI 48505",401,2022,No,5400,2228.81,A,,,03/20/2025,1918,STEWART'S PLAT NUMBER TWO LOT 75,,,5000,0,,,Re-R4R,Bundle-Occupied/Sell,,
4119332010,"725 SIMCOE AVE
FLINT, MI 48507-1678",401,2024,No,550,2082.44,A,,,01/31/2026,1923,DEMING ROAD ADDITION LOT 147,,,7000,0,,,Reviewing Offers,,,
4119330007,"729 BARRIE AVE
FLINT, MI 48507",401,2018,No,9400,3063.88,A,,01/03/2024,01/30/2026,1928,DEMING ROAD ADDITION LOTS 78 AND 79,x,01/16/2024,3000,0,,,Reviewing Offers,,,
4119332027,"731  SIMCOE AVE
FLINT, MI 48507",402,2021,,4100,2365.23,A,,,,,DEMING ROAD ADDITION LOTS 148 AND 149; ALSO LOT 150 EXC WLY 3 FT,,,,0,,,,Vacant Lot,,
4730352019,"735 E LYNDON AVE
FLINT, MI 48505",401,2016,,3000,4344.32,A,,08/24/2023,,1948,OAK KNOLL LOT 145,x,09/05/2023,1500,0,,,Re-R4R,,,
4731155005,"738 BLACK AVE
FLINT, MI 48505",401,2016,No,6300,2785.62,A,,04/20/2023,,1929,MAPLEWOOD LOT 77,x,05/01/2023,2000,0,,,Re-R4R,,,
4730104041,"746 E ALMA AVE
FLINT, MI 48505",401,2021,No,5400,5091.46,A,,03/08/2023,,,"BELLEVIEW LOTS 690 AND 691 AND WLY 5 FT OF LOT 692 COMBINED ON 01/15/2014 FROM 47-30-104-013, 47-30-104-012;",x,03/20/2023,4000,0,,,Re-R4R,,,
4730354037,"765 E RIDGEWAY AVE
FLINT, MI 48505",401,2021,No,4600,3210.27,A,,05/06/2022,09/28/2024,1929,OAK KNOLL LOT 61.,x,05/16/2022,2500,0,,,Re-R4R,,,
4730155042,"779 E RUSSELL AVE
FLINT, MI 48505",401,2022,No,7700,4403.26,A,,,,1970,ROSEMONT LOT 146,,,9000,0,,,Re-R4R,Bundle-Occupied/Sell,,
4730130019,"801 E ALMA AVE
FLINT, MI 48505",402,2015,,3800,0,A,,04/20/2023,,1959,BELLEVIEW LOT 665.,x,05/01/2023,3000,0,,,,,,
4635426016,"802 W MOORE ST
FLINT, MI 48504",402,2023,,400,1732.15,B,,,,,DONNELLY ADDITION LOT 461,,,,0,,,,Bundle-Occupied/Sell,,
4011230007,"805 COPEMAN BLVD
FLINT, MI 48504",402,2016,,4100,2379.03,A,,,,1927,"MODERN HOUSING CORPORATION ADDITION NO.2 LOT 5, BLK 82.",,,,0,,,,,,
4730130020,"805 E ALMA AVE
FLINT, MI 48505",401,2019,No,7200,4625.05,A,,04/20/2023,,1970,BELLEVIEW LOT 664,x,05/01/2023,3000,0,,,Re-R4R,,,
4635426015,"806 W MOORE ST
FLINT, MI 48504",401,2023,,9300,8204.13,A,,,08/21/2025,1962,DONNELLY ADDITION LOT 460,,,8000,0,,,Re-R4R,,,
4119356014,"809 LINCOLN AVE
FLINT, MI 48507",401,2019,No,6200,3452.68,A,,07/19/2023,06/12/2025,1950,ATHERTON MANOR LOT 144,x,07/31/2023,3000,0,,,Reviewing Offers,,,
4106127003,"810 SPENCER ST
FLINT, MI 48505",402,2003,No,200,375.18,B,,,,,"PARKLAND NO. 2 LOT 38, BLK 3.",,,,,,,,Vacant Lot,,
4002283025,"810 W DAYTON ST
FLINT, MI 48504",401,2025,,,3037.83,A,,,,1919,,,,,,,,Needs Pictures,,,
4130102037,"814 CAMPBELL ST
FLINT, MI 48507-2425",401,2024,No,,3737.44,A,,,03/29/2025,0,ATHERTON PARK LOTS 24 & 25,,,7000,,,,Re-R4R,,,
4106127004,"814 SPENCER ST
FLINT, MI 48505",401,2016,No,3800,2376.76,A,,01/05/2023,02/27/2025,1913,"PARKLAND NO. 2 LOT 37, BLK 3.",x,01/17/2023,4000,0,,,Hold,,,
4731377020,"821 CARTON ST
FLINT, MI 48505",401,2019,No,2900,3794.83,A,,,11/13/2025,1922,STEWART'S PLAT LOT 31,,,4500,0,,,Reviewing Offers,,,
4730126028,"821 E BUNDY AVE
FLINT, MI 48505",401,2022,No,6100,2027.76,A,,,05/09/2025,1946,BELLEVIEW LOT 260,,,8000,0,,,Re-R4R,,,
4130104026,"822 LELAND ST
FLINT, MI 48507",401,2019,No,13300,6077.72,A,,02/01/2024,,1925,ATHERTON PARK LOTS 50 AND 51,x,02/12/2024,4000,0,,,Re-R4R,,,
4119162011,"823 OSSINGTON AVE
FLINT, MI 48507",401,2022,No,9500,3513.44,A,,,02/21/2026,1927,FENTON STREET ADDITION LOTS 29 AND 30,,,3500,0,,,Reviewing Offers,,,
4730132008,"826 E ALMA AVE
FLINT, MI 48505",401,2008,,6700,1165.5,A,,,10/31/2024,1947,BELLEVIEW LOT 706.,,,1800,0,,,Re-R4R,,,
4106128030,"837 E JAMIESON ST
FLINT, MI 48505-4509",401,2024,No,,3369.01,A,,,03/21/2025,1920,"PARKLAND NO. 2 LOT 11, BLK 2",,,4500,,,,Re-R4R,,,
4119158016,"838 REMINGTON AVE
FLINT, MI 48507",401,2018,No,6400,4006.74,A,,02/10/2022,01/29/2026,1924,FENTON STREET SUBDIVISION LOT 149,x,02/22/2022,1500,0,,,Reviewing Offers,,,
4118281003,"906 E EIGHTH ST
FLINT, MI 48503",401,2023,,,3662.61,A,TN-2,,,1919,"FAIRFIELD SUBDIVISION OF LOTS 7 AND 8 AND PART OF LOTS 2,4 AND 6 OF MCNEIL'S OUTLOTS AND OF THE WEST PART OF LOTS 6,7,8,9,10 AND 11 OF HAMILTON'S OUTLOTS, LOT 113",,,1900,,,,Re-R4R,,,
4731376031,"909 ADDISON ST
FLINT, MI 48505",401,2017,No,5300,4434.59,A,,10/18/2023,,1915,STEWART'S PLAT LOT 74,x,10/30/2023,2000,0,,,Re-R4R,,,
4011482014,"909 PERRY ST
FLINT, MI 48504",402,2012,,6100,3518.96,A,,,,,"MODERN HOUSING CORPORATION ADDITION NO. 1 LOT 11 AND THAT PART OF LOT 23 BD BY THE SIDE LINES OF SD LOT 11 PRODUCED, BLK 60",,,,0,,,Reviewing Offer,Adopt-a-Lot,,
4119307023,"910 VICTORIA AVE
FLINT, MI 48507",401,2019,No,11400,5199.66,A,,10/27/2023,03/07/2026,1941,ASSESSORS PLAT NO. 8 LOT 6,x,11/06/2023,4000,0,,,Reviewing Offers,,,
4011457003,"915 N CHEVROLET AVE
FLINT, MI 48504",401,2025,,,4332.16,A,,,,1920,,,,,,,,Needs Pictures,,,
4119309002,"917 VICTORIA AVE
FLINT, MI 48507",401,2017,No,11100,4176.18,A,,05/03/2023,,1923,ASSESSORS PLAT NO. 8 LOT 41,x,05/15/2023,4000,0,,,Re-R4R,,,
4119159018,"934 OSSINGTON AVE
FLINT, MI 48507",401,2017,No,7600,3123.93,A,,06/08/2023,02/21/2026,1923,FENTON STREET SUBDIVISION LOT 82.,,06/19/2023,2500,0,,,Reviewing Offers,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,09/25/2015,12/4/2019
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,10/25/2018,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
